,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
249,243377631142215680,"Major earthquake hits Costa Rica, tsunami warning issued http://t.co/kZ20IzD0",Outsiders,['Advice'],Related and informative
250,243377815716786176,RT @Reuters: Live coverage: 7.9-magnitude earthquake rattles the coast of Costa Rica; tsunami watch for Caribbean in effect - http://t.c ...,Media,['Advice'],Related and informative
251,243377979273666560,"RT @TravelGov: #EmergencyMessage via @USGS: #tsunami warning for #ElSalvador, #Panama, #Nicaragua, #Mexico, #CostaRica, &amp; others. ht ...",Government,['Advice'],Related and informative
252,243378058952863744,"RT @CNNChile: [ACTUALIZADO] Terremoto de 7,6° sacudió a Costa Rica. Onemi mantiene la alerta de tsunami para las costas de Chile. http:/ ...",Media,['Advice'],Related and informative
253,243378377719955456,"Costa Rica quake downgraded to 7.6, no immediate reports of casualties. Tsunami warning lifted for Caribbean, still in place for Pacific.",Outsiders,['Advice'],Related and informative
254,243378423878279168,"RT @CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil: http: ...",Media,['Advice'],Related and informative
255,243378751025590273,"RT @TravelGov: #EmergencyMessage via @USGS: #tsunami warning for #ElSalvador, #Panama, #Nicaragua, #Mexico, #CostaRica, &amp; others. ht ...",Media,['Advice'],Related and informative
256,243378847502962688,RT @AP: Costa Rica official: There's chaos in San Jose because it was a strong earthquake of long duration: http://t.co/XM78Yz5P  -MM,Media,['Advice'],Related and informative
257,243378868466098176,"RT @AlertaNews: URGENTE: Terremoto en Costa Rica de 7.9º AVISO DE TSUNAMI: Costa Rica, Panama, Nicaragua, El Salvador, Honduras, Mexico, ...",Media,['Advice'],Related and informative
258,243378910413328384,El Shoa canceló la alerta de #TSUNAMI en Chile por el terremoto en Costa Rica  http://t.co/elSm99vE,Outsiders,['Advice'],Related and informative
259,243379346633547776,RT @estrellaconce: El Shoa canceló la alerta de #TSUNAMI en Chile por el terremoto en Costa Rica  http://t.co/Ii2FWt9K,Outsiders,['Advice'],Related and informative
260,243379526959247361,RT @Tomasenlinea: A propo del reciente terremoto en Costa Rica de casi 8 grados Richter. TIPS en prevención de desastres: http://t.co/cU ...,Eyewitness,['Advice'],Related and informative
261,243380223213711360,"Powerful Quake Hits Costa Rica, Tsunami Warning Issued http://t.co/0o4UuN0t",Media,['Advice'],Related and informative
262,243380583953211393,"RT @climavzla: : URGENTE// Un terremoto de magnitud 7,9 sacudió #CostaRica, según el Servicio Geológico de Estados Unidos (vía @CNNE) vi ...",Media,['Advice'],Related and informative
263,243381871591972865,RT @NBCNews: BREAKING: Major quake hits near Costa Rica coast; Caribbean-wide tsunami watch issued http://t.co/i4mBTrzG,Media,['Advice'],Related and informative
264,243382651749281792,"RT @CALLE7VSYINGO1: alerta de tsunami para costa chilena tras terremoto en Costa Rica  El movimiento tuvo una magnitiud de 7,6 Richter.  ...",Media,['Advice'],Related and informative
265,243382727225782272,RT @TerraChile: [NACIONAL] Terremoto en Costa Rica: informe cancela alerta de tsunami para Chile http://t.co/nUQWToRN,Media,['Advice'],Related and informative
266,243382936961945600,@RPPNoticias: Atención: Levantan alerta de tsunami en el Perú tras fuerte sismo que sacudió #CostaRica @HeyItsLauraJ are you ok? Omg,Media,['Advice'],Related and informative
267,243383503188787201,"Terremoto de magnitude 7,6 atinge Costa Rica; emitido alerta de tsunami",Outsiders,['Advice'],Related and informative
268,243383540916572161,"RT @CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil: http: ...",Media,['Advice'],Related and informative
269,243383561917452288,Alerta de tsunami en el Pacífico tras un fuerte terremoto en Costa Rica http://t.co/1rmdKvUV vía @elmundoes,Media,['Advice'],Related and informative
270,243383784194580480,"Earthquake Strikes Off Costa Rica Coast: A tsunami warning has been issued after a powerful earthquake, measurin... http://t.co/HgyxRGCP",Media,['Advice'],Related and informative
271,243384031645925376,RT @HuffingtonPost: Tsunami warning issued after Costa Rica quake http://t.co/c9fM5iGF,Media,['Advice'],Related and informative
272,243384174285844480,RT @USGS: Magnitude 7.6 quake strikes west coast of Costa Rica: http://t.co/uRzQz9oh Tsunami info here: http://t.co/5FyzyrGC,Media,['Advice'],Related and informative
273,243384413344387072,"RT @CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil: http: ...",Media,['Advice'],Related and informative
274,243385721950461952,"RT @COE_RD: no hay alerta de Tsunami para el Caribe...el terremoto fue en el Pacifico  a 8km (5mi) al  NE de  Samara, Costa Rica",Media,['Advice'],Related and informative
275,243387890401435648,"RT @CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil: http: ...",Media,['Advice'],Related and informative
276,243388049797574657,RT @Independent: Tsunami warning issued as powerful 7.6 quake hits Costa Rica http://t.co/PyeTR5b8,Media,['Advice'],Related and informative
277,243388116906426368,28-mile deep earthquake strikes: An earthquake with a magnitude of 7.6 struck off the coast of Costa Rica Wednes... http://t.co/QUEEUkYS,Media,['Advice'],Related and informative
278,243389211623976960,"RT @TravelGov: #EmergencyMessage via @USGS: #tsunami warning for #ElSalvador, #Panama, #Nicaragua, #Mexico, #CostaRica, &amp; others. ht ...",Media,['Advice'],Related and informative
279,243390214071001088,RT @nacion: Presidenta Chinchilla reafirma en vivo que se descarta que zona costera pueda ser afectada por un tsunami. #temblorcr,Media,['Advice'],Related and informative
280,243390297936130048,Nooo! “@AP: Costa Rica official: There's chaos in San Jose because it was a strong earthquake of long duration: http://t.co/ta2f2KpZ  -MM”,Media,['Advice'],Related and informative
281,243390667043266560,"RT @tudiscovery: Se registra un fuerte #Sismo en  #CostaRica, se declaró una alerta de tsunami para #CostaRica, #Panama y #Nicaragua",Media,['Advice'],Related and informative
282,243390792889163776,"Earthquake Hits Off Costa Rica, Tsunami Warnings Issued http://t.co/UNj9Z75K",Media,['Advice'],Related and informative
283,243391027757580289,RT @mpinelc: Se levanta o retira la alerta de Tsunami sobre las costas del Pacífico #temblorcr,Outsiders,['Advice'],Related and informative
284,243391208100089857,RT @JornalOGlobo: Forte terremoto atinge Costa Rica e alerta de tsunami é emitido até para América do Sul. http://t.co/S17aqTk4,Media,['Advice'],Related and informative
285,243391937929945088,"◦ Kyodo: M7.6 quake jolts Costa Rica, regional tsunami warning issued http://t.co/bALQNQ0l #japan",Outsiders,['Advice'],Related and informative
286,243392315429908480,"Alerta de tsunami en el Pacífico tras un terremoto de 7,9 en Costa Rica http://t.co/5l7QA91c vía: elpaiseconomia",Media,['Advice'],Related and informative
287,243393980551811072,"Powerful quake hits Costa Rica, tsunami warning issued - Yahoo! News http://t.co/nQscFMTU via @YahooNews",Media,['Advice'],Related and informative
288,243394118959652864,"RT @radiopublica: Vigente alerta de #tsunami para #CostaRica, #Panamá y #Nicaragua. Se descarta la alerta para las costas del #Pacífico.",Media,['Advice'],Related and informative
289,243394244784574465,RT @RPPNoticias: Atención: Levantan alerta de tsunami en el Perú tras fuerte sismo que sacudió  #CostaRica,Media,['Advice'],Related and informative
290,243394286740193280,RT @ElNuevoDia: USGS canceló la vigilancia de tsunami para el Caribe tras #terremoto de 7.9 que sacudió a #CostaRica  http://t.co/zQzxr4th,Media,['Advice'],Related and informative
291,243396086096592896,RT @Reuters: Costa Rica President Chinchilla says no report of loss of life so far after earthquake http://t.co/IroAyLyv,Media,['Advice'],Related and informative
292,243397726069485568,RT @adncolombia: Se descarta Tsunami en Colombia tras fuerte terremoto en Costa Rica.,Media,['Advice'],Related and informative
293,243398250332311552,"Fuerte cismo sacudió #CostaRica, una señal más de que el tiempo se termina.",Outsiders,['Advice'],Related and informative
294,243398736900939777,RT @alejandraoraa: Oficialmente se ha cancelado el alerta de #tsunami para #Nicaragua #CostaRica y #Panamá #Temblor #CostaRica,Media,['Advice'],Related and informative
295,243398938219139072,RT @TIME: Tsunami warning issued after Costa Rica earthquake | http://t.co/NairyArP,Media,['Advice'],Related and informative
296,243400058115063809,Terremoto en Costa Rica no genera alerta de tsunami en el Perú http://t.co/kronyBGw vía @elcomercio,Media,['Advice'],Related and informative
297,243401194737901569,"RT @cnnbrk: Tsunami warning for Costa Rica, Nicaragua, Panama canceled after 7.6 quake. http://t.co/i7KZ1uZX",Media,['Advice'],Related and informative
298,243401354121474048,RT @Elperiodiquito: Chile emite alerta de tsunami para sus costas tras terremoto de Costa Rica  http://t.co/1NavWaFw,Media,['Advice'],Related and informative
299,243402272669851648,"RT @Emol: Levantan alerta tsunami para Costa Rica, Panamá y Nicaragua tras terremoto http://t.co/qzZ8smZF",Media,['Advice'],Related and informative
300,243404004917379073,"Powerful quake hits Costa Rica, tsunami warning issued – Reuters http://t.co/JwTblOtO",Media,['Advice'],Related and informative
301,243407784014643201,Tsunami warning caused by Costa Rica quake now canceled http://t.co/ee16Q4z8,Media,['Advice'],Related and informative
302,243411269468712961,"RT @CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil: http: ...",Media,['Advice'],Related and informative
303,243412276114247680,@DaniielEV Entre #tsunami y terremotos en #CostaRica debemos estar protegidos con #GuardianMovil gratis http://t.co/q9dAIbJS RT por favor.,Outsiders,['Advice'],Related and informative
304,243413119169343489,"RT @wikinoticias: AHORA! Se cancela alerta de tsunami para Costa Rica, Nicaragua y Panamá tras terremoto",Media,['Advice'],Related and informative
305,243413437907091456,"RT @el5anto: Alerta de Tsunami, tras terremoto en Costa Rica, incluye México: (http://t.co/y9Xm8fCq) – Tras el fuerte sismo, se... http: ...",Media,['Advice'],Related and informative
306,243416214553108480,RT @RosanaFranco10: Correccion: El TRI a un dia de viajar a Costa Rica Y justo hay alerta d tsunami n el Pacífico tras terremoto en CR.. ...,Outsiders,['Advice'],Related and informative
307,243417883890311168,Costa Rica sacudida por un terremoto de magnitud 7.6 grados: Los costarricenses han estado tuiteando para report... http://t.co/WAawRSjU,Eyewitness,['Advice'],Related and informative
308,243419783897436161,UPDATE: Tsunami Warnings Canceled After Quake In Costa Rica : The Two-Way : NPR http://t.co/IVlHkIFm,Media,['Advice'],Related and informative
309,243436699517071360,Magnitude 7.6 quake shakes Costa Rica - ABC Online: ABC NewsMagnitude 7.6 quake shakes Costa RicaABC OnlineA pow... http://t.co/WHyfdam5,Media,['Advice'],Related and informative
310,243446094783201280,"RT @tudiscovery: Se registra un fuerte #Sismo en  #CostaRica, tras el mismo se declaró una alerta de tsunami para #CostaRica, #Panama y  ...",Media,['Advice'],Related and informative
311,243448896578277376,Vespertino Olmeca: Alerta de tsunami por terremoto de 7.6 grados en Costa Rica http://t.co/PM2MoZ63,Media,['Advice'],Related and informative
312,243451627053404160,"RT @CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil: http: ...",Media,['Advice'],Related and informative
313,243454277878685697,Y  la tierra tembló ..... Terremoto en Costa Rica. Foto de hoy en Guanacaste. http://t.co/5Vp9OAQd,Eyewitness,['Advice'],Related and informative
314,243459747242713088,Powerful 7.6 earthquake reported in Costa Rica http://t.co/A0dim6ME via @sharethis,Media,['Advice'],Related and informative
315,243463945749413891,"Chileno en #COSTARICA: Fue como un temblor fuerte, pero se espera uno más grande http://t.co/R2zktWJv",Eyewitness,['Advice'],Related - but not informative
316,243467544449662976,RT @Federation: Costa Rica Red Cross ready for action after #earthquake - http://t.co/u0V8rrQG,Media,['Advice'],Related and informative
317,243469150863884288,"RT @CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil: http: ...",Media,['Advice'],Related and informative
318,243476352496463872,"Situación actual en #CostaRica por  #terremotocr RT @nacion País en alerta roja tras terremoto de 7,6  http://t.co/775iJaQR",Media,['Advice'],Related and informative
319,243498833961693184,"Pánico en Costa Rica: El temblor de 7,6 en la escala Richter provocó escenas de angustia y disparó una breve ale... http://t.co/OL75YsRU",Media,['Advice'],Related and informative
320,243515896373583873,"RT @uhprensagrafica: Comisión Nacional de Emergencias de Costa Rica declaró alerta roja en el país, tras terremoto de 7,6 que dejó 1 fal ...",Media,['Advice'],Related and informative
321,243524054324236291,Massive 7.9 Earthquake Strikes Costa Rica triggering Tsunami Warnings (S...: http://t.co/2TYINnRd @youtubeさんから,Media,['Advice'],Related and informative
322,243526839325306881,"RT @CNNEE: Tras el sismo de 7,9 en #CostaRica hay alerta de #tsunami para toda la zona costera desde #Centroamérica hasta #Brasil: http: ...",Media,['Advice'],Related and informative
323,243658762773209088,"Reportan 170 réplicas tras terremoto de magnitud 7,6 en Costa Rica",Outsiders,['Advice'],Related and informative
324,243683131692036096,Costa Rica escapes serious damage from big quake http://t.co/SpG6MDUe,Media,['Advice'],Related and informative
325,243684851327307776,"RT @jatilanomm: Un fuerte terremoto de magnitud 7,6 sacude Costa Rica y se siente en Panamá y Nicaragua - RTVE.es http://t.co/a3S3fEpe",Media,['Advice'],Related and informative
326,243701498515685377,"RT @CNNEE: #CostaRica en tensa calma tras el sismo de magnitud 7,6; Se han registrado más de 400 réplicas y siguen evaluando daños http: ...",Media,['Advice'],Related and informative
327,243908894294962176,RT @wikisismos: Declaran alerta verde en Nicaragua por enjambre sísmico en el Lago de Nicaragua. Estaría ligado al terremoto de Costa Rica,Media,['Advice'],Related and informative
328,244086296555970561,"RT @BreakingNews: Earthquakes in Southern, Central California today not triggered by 7.6-magnitude quake in Costa Rica - @AP http://t.co ...",Media,['Advice'],Related and informative
329,244115547627855873,"Terremoto de 7.9 en costa Rica, Alerta de Tsunami http://t.co/gAVRWuBu",Media,['Advice'],Related and informative
330,244248167334428672,Costa Rica Earthquake Magnitude 76 Tremor Sets Off Tsunami Warning Along Coastlines http://t.co/WKFAY9YJ  #news,Media,['Advice'],Related and informative
331,244410054885920768,The Watchers - Massive Costa Rican earthquake awakens Nicaraguan Apoyeque volcano http://t.co/pbc2QzSB,Outsiders,['Advice'],Related and informative
332,244544142607261697,"Interesting: BreakingNews: Magnitude 5.6 earthquake hits near Hojancha, Costa Rica - USGS http:... http://t.co/s6ImriCx Please RT",Media,['Advice'],Related and informative
333,244583472574889985,"Costa Rica earthquake awakens Nicaraguan volcano, which last erupted in 50 B.C: alert level raised http://t.co/7RFDfFBo",Media,['Advice'],Related and informative
334,248515108282724352,"@mpoppel: 7.6-magnitude quake strikes Costa Rica, tsunami warnings issued http://t.co/a4vUXfRb // Mientras tanto...",Media,['Advice'],Related and informative
335,272859754689351680,"St Scholastica's College, Manila suspends classes according to Sr. Tammy Prado, OSB. #WalangPasok",NGOs,['Advice'],Related and informative
336,274432077594759169,[NEWS] Typhoon Bopha is forecast to strike the Philippines at about 15:00 GMT on 4 ... - Reuters AlertNet (blog) | R... http://t.co/UjUK7RGL,Media,['Advice'],Related and informative
337,274435948949958656,"RT @AlagadNiSenyora: “@24_Oras: Typhoon Bopha, posibleng maging sinlakas ng Bagyong Sendong kapag pumasok sa PAR ngayong Linggo. Ingitt ...",Media,['Advice'],Related and informative
338,274681584194560000,The Watchers - Tropical Storm Bopha upgraded to typhoon http://t.co/VB8TNzyC via @TheWatchers_,Media,['Advice'],Related and informative
339,274728321307271168,Expected track of Typhoon Bopha in the next 24-72 hrs. Will be a Category 4 storm in 48hrs and in the PAR in 72hrs. http://t.co/qRrnhnHb,Media,['Advice'],Related and informative
340,274863314985680896,RT @dost_pagasa: Typhoon BOPHA Satellite image as of 01/DEC/12 07:30PM http://t.co/SITTaEUO,Government,['Advice'],Related and informative
341,275043569406976001,"RT @ANCALERTS Typhoon “Bopha” is forecasted to make landfall in eastern part of Visayas, Mindanao on Tuesday, Dec 4 (via Joint (cont…",Media,['Advice'],Related and informative
342,275043753922789377,"RT @tjmanotoc: Typhoon Pablo to hit PHILIPPINES on Tuesday, forecast to be stronger than Sendong! Be safe &amp; prepared! http://t.co/iY ...",Outsiders,['Advice'],Related and informative
343,275045104501260288,#ityphoonapp forecast track of super typhoon Bopha. It's boy scout time.  http://t.co/3gWpfC9R http://t.co/CA8AGMWT http://t.co/MY2mtirk,Outsiders,['Advice'],Related and informative
344,275046132097363968,"via @sijoroma: Ojo del Tifón #Bopha gracias al Satelite Terra HD, Sistema MODIS NASA. 01/12/2012 01:00UTC http://t.co/O3cqYHYa",Not applicable,['Advice'],Related and informative
345,275078768001945600,RT @ABSCBNNews: PAGASA: Typhoon Bopha may hit Northern Mindanao on Tuesday.,Media,['Advice'],Related and informative
346,275079371964960768,According to news #PabloPH is 3x stronger than Sendong! :( #bopha I hope everyone is prepared.,Media,['Advice'],Related and informative
347,275079464243834882,“@kylegalvezz: PAGASA: Typhoon Bopha expected to bring rains to Metro Manila on Thursday. No...”,Media,['Advice'],Related and informative
348,275086955249807360,Let's be prepared! RT @jeffcanoy: (Typhoon) Pablo is expected to be stronger than Sendong.,Eyewitness,['Advice'],Related and informative
349,275092319802363906,"RT @ANCALERTS: Typhoon Bopha will bring heavy-intense rains (20-30mm). PAGASA: Maghanda, maghanda, maghanda.",Media,['Advice'],Related and informative
350,275094664414126080,RT @ABSCBNNews: Typhoon 'Bopha' stronger than 'Sendong' - PAGASA http://t.co/QeN04cxu,Media,['Advice'],Related and informative
351,275095633273171968,RT @ABSCBNNews: Typhoon 'Bopha' stronger than 'Sendong' - PAGASA http://t.co/gsP2u00V,Media,['Advice'],Related and informative
352,275098950967623680,RT @dprincessmaja: @piacayetano: “@GetReadyPinas: Typhoon Bopha #PabloPH expected to enter PH tonight. #GetReadyPinas” - Be safe everyone!,Outsiders,['Advice'],Related and informative
353,275102369325408257,ComVal miners warned on typhoon; govt adopts #pabloPH hashtag: Disaster management officials on Sunday urged sma... http://t.co/xiv7HQYj,Business,['Advice'],Related and informative
354,275110934119321600,"RT @govph: Summary: Press briefing by @NDRRMC_Opcen on #PabloPH, December 2, 2012, 11:00 a.m. http://t.co/QjYW6IIm",Government,['Advice'],Related and informative
355,275111806505213952,"RT @ANCALERTS: Typhoon Bopha will head to Visayas on Wednesday, then bring rains to Metro Manila on Thursday",Media,['Advice'],Related and informative
356,275138029298012161,RT @dost_pagasa: Typhoon BOPHA Satellite image as of 02/DEC/12 02:30PM http://t.co/0DTU8Aiu,Government,['Advice'],Related and informative
357,275139929347067904,RT @kuyakim_atienza: typhoon pablo is 700 kilometers wide RT @iamBOO12 @kuyakim_atienza kuya kim how big is typhoon pablo?,Media,['Advice'],Related and informative
358,275145688097095680,RT @noynoyaquino: [Adm-02] Camera image of Typhoon Bopha as it gets near the Philippine Area of Responsibility ... http://t.co/TncrrizB,Media,['Advice'],Related and informative
359,275155678954414080,“@OyyAhh: Typhoon Pablo is expected to be stronger than Typhoon Sendong. Keep safe everyone. Keep calm and pray. :)” !,Outsiders,['Advice'],Related and informative
360,275171860554076160,RT @ABSCBNNews: [UPDATED] Typhoon 'Bopha' stronger than 'Sendong' - PAGASA http://t.co/70UnNToC,Media,['Advice'],Related and informative
361,275189841543716864,"RT @inquirerdotnet: BREAKING: #PabloPH enters PH Area of Responsibility, located 900 km southeast of Hinatuan City | via @dost_pagasa",Media,['Advice'],Related and informative
362,275192215519780865,"NDRRMC: Incoming Typhoon Pablo may bring Sendong-like rains, winds: The powerful typhoon approaching the Philipp... http://t.co/cs9D9hTO",Government,['Advice'],Related and informative
363,275201312986103808,RT @ABSCBNNews: Typhoon ‘Pablo’ enters Philippines http://t.co/XneyQzeF,Media,['Advice'],Related and informative
364,275209072410759168,RT @dost_pagasa: Typhoon BOPHA Satellite image as of 02/DEC/12 06:30PM http://t.co/SAWUtWnO,Government,['Advice'],Related and informative
365,275216999653707776,"RT @dost_pagasa: At 8PM 02/DEC/2012: The eye of Typhoon PABLO was located at 870 km Southeast of Hinatuan, Surigao Del Sur (06.4 °N 13 ...",Government,['Advice'],Related and informative
366,275217511362994176,RT @maria_ressa: Keep this open for constant updates! LIVE: Typhoon Bopha / Pablo Updates http://t.co/qxR3f7sa via @rapplerdotcom,Media,['Advice'],Related and informative
367,275222573883723776,"RT @GetReadyPinas: When #PabloPH hits your location,bring your family into the strongest part of the house (usually the smallest room) # ...",Outsiders,['Advice'],Related and informative
368,275225006605217792,"The eye of Typhoon PABLO was located at 820 km Southeast of Hinatuan,Surigao Del Sur #keepsafe everyone!",Outsiders,['Advice'],Related and informative
369,275243813868560384,"RT @dost_pagasa: At 10:00PM 02/DEC/2012, the eye of Typhoon PABLO was located at 810 km Southeast of Hinatuan, Surigao Del Sur (cont)  ...",Government,['Advice'],Related and informative
370,275246598869635072,RT @ABSCBNBreaking: Typhoon ‘Pablo’ enters Philippine area of responsibility http://t.co/yNSW5GbQ,Media,['Advice'],Related and informative
371,275254710653550592,"Pag-asa: At 10:00PM 02/DEC/2012, the eye of Typhoon #PabloPH was located at 810 km Southeast of Hinatuan, Surigao... http://t.co/FHQIVZCH",Government,['Advice'],Related and informative
372,275263921349353477,"RT @dost_pagasa: At 11:00PM 02/DEC/2012, the eye of Typhoon PABLO was located @ 800 km Southeast of Hinatuan, Surigao Del Sur (cont) h ...",Government,['Advice'],Related and informative
373,275266509226536960,"RT @dost_pagasa: WEATHER BULLETIN #2 TROPICAL CYCLONE WARNING: TYPHOON “#Pabloph” (BOPHA) ISSUED AT 11:00 PM, 02 DECEMBER (cont) http:// ...",Government,['Advice'],Related and informative
374,275268312794025984,RT @DepEd_PH: FYI: Twitter hashtags to monitor: TS Pablo gen. updates: #PabloPH. Class suspensions: #walangpasok. Relief and rescue: #re ...,Government,['Advice'],Related and informative
375,275268660896079873,"RT @addusamahan: Ateneans, be on the lookout: http://t.co/oA1cRT6n  #PabloPh",NGOs,['Advice'],Related and informative
376,275269390725951490,For all #PabloPH news stories and information log on to : http://t.co/IJOBYbDM @djstaana @Luchitweet @paolobediones @mykapalaran,Media,['Advice'],Related and informative
377,275275535364530178,packing all my important docu on my @getFILED folder. Very handy and sturdy. Preparing for the storm tomorrow :( . #PabloPH,Eyewitness,['Advice'],Related - but not informative
378,275276646846713857,RT @dost_pagasa: UPDATE ON  TYPHOON “PABLO”  (International Name: Typhoon Bopha)  Typhoon Bopha has entered the Philippine (cont) http:/ ...,Government,['Advice'],Related and informative
379,275289305285554177,“@govph: There is a big possibility that Metro Manila won't be hit or affected by #PabloPH | via @dost_pagasa”salamat naman!,Government,['Advice'],Related and informative
380,275324801663520768,"RT @ANCALERTS: Typhoon Bopha will head to Visayas on Wednesday, then bring rains to Metro Manila on Thursday",Media,['Advice'],Related and informative
381,275344145776795648,"At 3:00AM 03/DEC/2012, the eye of Typhoon #PabloPH was located @ 715 km Southeast of Hinatuan, Surigao Del Sur... http://t.co/EwudHfSE",Media,['Advice'],Related and informative
382,275362978235297795,"RT @UnangHirit: NDRMCC, naka-red alert na para sa posibleng epekto ng Bagyong #PabloPH #UnangHirit",Media,['Advice'],Related and informative
383,275378299998441473,"RT @solartvnews: DENR advises Mines and Geosciences Bureau, other field agencies to issue geohazard advisories for Typhoon Pablo #SolarD ...",Media,['Advice'],Related and informative
384,275383752614625283,"RT @rapplerdotcom: #WeatherAlert: Typhoon 'Pablo' closer, more areas under storm signals http://t.co/Ui7oPeKG #PabloPH #Bopha",Media,['Advice'],Related and informative
385,275398264914857984,RT @maria_ressa: LIVE: Typhoon Bopha / Pablo Updates http://t.co/qxR3f7sa via @rapplerdotcom,Media,['Advice'],Related and informative
386,275438974821089281,"RT @DZMMTeleRadyo: Signal No. 3: Surigao del Sur, Surigao del Norte, Siargao, Dinagat, Agusan N, Agusan del Sur, Davao Oriental #PabloPH",Media,['Advice'],Related and informative
387,275447799611539457,PAG-ASA: Typhoon PABLO has maintained its strength and is now heading towards Surigao Provinces.,Government,['Advice'],Related and informative
388,275457463321501697,"RT @aleamse: 11:53 am.Heavy rain started on 11:53 at Siargao Island, Surigao del Norte. Please pray. Signal#3 #PabloPH #typhoonpablo",Outsiders,['Advice'],Related and informative
389,275469291242016768,RT @ANCALERTS: THIS JUST IN: Cagayan de Oro suspends classes in all levels. Preemptive evacuation starts 2pm. #PabloPH,Media,['Advice'],Related and informative
390,275470343995527168,@rfulls_grace @chaster_babe @chanehj @chasterlee23 Typhoon Bopha heads towards Philippines http://t.co/Izul6u9C,Media,['Advice'],Related and informative
391,275483572868091904,Kagay-anons on alert mode as we are bracing for the typhoon to hit the area tonight. #PabloPH,Eyewitness,['Advice'],Related and informative
392,275501893575376896,RT @pcdspo: THIS JUST IN: Cagayan de Oro suspends classes in all levels. Preemptive evacuation starts 2pm. #PabloPH #walangpasok | via   ...,Government,['Advice'],Related and informative
393,275504116569092096,Preparing for typhoon Pablo. http://t.co/Hdehe7dQ,Eyewitness,['Advice'],Related - but not informative
394,275512295428345856,signal no. 2 sa #Bukidnon. walang lusot. even the bukid has threat. #pablo who are you?,Eyewitness,['Advice'],Related and informative
395,275514455515881472,"RT @WorldVisionPH: With typhoon Bopha (local name Pablo) now inside Philippine area of responsibility, storm signal warnings are... http ...",Media,['Advice'],Related and informative
396,275514925269536769,RT @pusangkalye22: Super Typhoon Pablo now being felt in Mindanao.please take precautions.don't under-estimate this typhoon guys.Decembe ...,Outsiders,['Advice'],Related and informative
397,275524433752518656,"RT @dost_pagasa: WEATHER BULLETIN #5 TROPICAL CYCLONE WARNING: TYPHOON “#pabloPH” (BOPHA) ISSUED AT 05:00 PM, 03 DECEMBER 2012... http:/ ...",Government,['Advice'],Related and informative
398,275524807070736384,"RT @dost_pagasa: WEATHER BULLETIN #5 TROPICAL CYCLONE WARNING: TYPHOON “#pabloPH” (BOPHA) ISSUED AT 05:00 PM, 03 DECEMBER 2012... http:/ ...",Government,['Advice'],Related and informative
399,275530729390211072,RT @ABSCBNNews: NDRRMC: #PabloPH not necessarily thrice the strength of Sendong. Let us not alarm the people.,Media,['Advice'],Related and informative
400,275531983508078592,RT @USLS_tweets: Negros Occidental is now Signal No. 1. #PabloPH #KeepSafe,Eyewitness,['Advice'],Related and informative
401,275532163867365377,"RT @dost_pagasa: At 05:00PM 03/DEC/2012, the eye of Typhoon #PabloPH was located @360km Southeast of Hinatuan, Surigao Del Sur... http:/ ...",Government,['Advice'],Related and informative
402,275540019781963777,"RT @typhoonfury: Heavy squall lashing Koror right now, back end feeder back from #typhoon #bopha",Eyewitness,['Advice'],Related and informative
403,275541944975896576,"RT @dost_pagasa: At 05:00PM 03/DEC/2012, the eye of Typhoon #PabloPH was located @360km Southeast of Hinatuan, Surigao Del Sur... http:/ ...",Government,['Advice'],Related and informative
404,275544222487158784,RT @dee_kosh Super Typhoon Pablo threatening to hit the Philippines - #PrayforthePhillipines,Outsiders,['Advice'],Related and informative
405,275546554499223554,"RT @dost_pagasa: At 06:00PM 03/DEC/2012, the eye of Typhoon #PabloPH was located @340km Southeast of Hinatuan, Surigao Del Sur... http:/ ...",Government,['Advice'],Related and informative
406,275552262946975744,RT @DepEd_PH: Classes in all levels in Cebu City will be suspended tom #PabloPH #walangpasok | via @tweenyisone @cebudailynews,Government,['Advice'],Related and informative
407,275562899731275776,Typhoon Bopha heading for southern Philippines:        http://t.co/8QTUX4LA,Media,['Advice'],Related and informative
408,275573913960980480,RT @rapplerdotcom: USLS suspends Kinder to Elementary classes tomorrow due to typhoon Pablo. #PabloPH (via @USLS_tweets) #walangpasok,Media,['Advice'],Related and informative
409,275575059005972480,Typhoon #Bopha due to arrive in the #Philippines http://t.co/cv1nmUGY #PabloPH,Media,['Advice'],Related and informative
410,275575906238607360,RT @Mai_Rodrigz: @robertspeta Landfall expected in 8-10 hrs. in Northeastern Mindanao. Rains projected to be heavy-intense #PabloPH @sol ...,Media,['Advice'],Related and informative
