,Unnamed: 0,Unnamed: 0.1,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
233,233,233,239721607369732097,RT @ElUniversal: Habilitan centros de acopio y refugio en Coro y Paraguaná #Amuay #PuntoFijo http://t.co/N3wmsrzy,Media,['Volunteer'],Related and informative
234,234,234,239722920174305280,RT @NOTIFALCON: Bomberos del CRP se trasladan a refinería Amuay para continuar combatiendo incendio. 8:25am #ExplosiónAmuay http://t.co/ ...,Media,['Volunteer'],Related and informative
235,235,235,239723314417922048,Ya el CENTRO DE ACOPIO #UCV esta abierto y listo para recibir las donaciones para los afectados de #amuay,Outsiders,['Volunteer'],Related and informative
236,236,236,239732030181621761,"RT @RosaMireyaM: Los #CentrosDeAcopio necesitan:  Protosulfil, silvederma y sulfadiazina de plata, gasas, agua potable, sabanas #Amuay F ...",Eyewitness,['Volunteer'],Related and informative
237,237,237,239732126646415361,RT @acaballoregalao: via @analvarado18: Favor darle RT aquí algunos Centros de Acopio para ayudar a #PuntoFijo #Amuay http://t.co/DRxxzMtj,Outsiders,['Volunteer'],Related and informative
238,238,238,239732248314798080,Los chicos de @zetaonce la tienen es su TL RT @MaiahOcando: ¿Alguno de ustedes tiene una lista de centros de acopio a nivel nacional? #Amuay,Outsiders,['Volunteer'],Related - but not informative
239,239,239,239733712114286593,RT @UnMundoPerfecto: Centros de acopio para ayudar a los afectados por la tragedia de #Amuay --&gt; http://t.co/liSXwp7z,Eyewitness,['Volunteer'],Related - but not informative
240,240,240,239737751208083456,RT @RosaMireyaM: #CentroDeAcopio Puerto Ordaz (Edo.Bolívar) Supermercado Santa Maria del C.C. La Churuata. Gracias! #Amuay,Outsiders,['Volunteer'],Related and informative
241,241,241,239738619441590272,"@daniel_carias @D_nieldancer IMPORTANTE → Centros de acopio, tragedia Refinería de #Amuay http://t.co/DlLDKiVF Ayudanos! #FalcónDeLuto",NGOs,['Volunteer'],Related and informative
242,242,242,239738770444935168,Centro de acopio en Monagas en Casa de la cultura (Maturín) para afectados de #Amuay,Outsiders,['Volunteer'],Related and informative
243,243,243,239740875977154560,Centros de acopio para ayudar a los afectados por la tragedia de #Amuay --&gt; http://t.co/Xyn3rmat,Media,['Volunteer'],Related and informative
244,244,244,239741903602597888,RT @LuisChataing: Centros de acopio para ayudar a los afectados por la tragedia de #Amuay --&gt; http://t.co/pM2nMZk4,Outsiders,['Volunteer'],Related and informative
245,245,245,239771033043869696,RT @LuisChataing: Centros de acopio para ayudar a los afectados por la tragedia de #Amuay --&gt; http://t.co/4ktc4byR,NGOs,['Volunteer'],Related and informative
246,246,246,239776510779723776,Estos son los #Centrodeacopiodispuestos en algunas regiones del país #Amuay http://t.co/osYNpsJ7,Outsiders,['Volunteer'],Related - but not informative
247,247,247,239782579941810177,RT @Floralicianzola: Gracias RT @CuriosasCosas @Floralicianzola: Amuay: ayudar desde las redes sociales http://t.co/IroAxels #Amuay Aquí ...,Outsiders,['Volunteer'],Related and informative
248,248,248,239786191258542080,@Esperanza_ve: Los amigos de @UNoticias exponen aquí todos los centros de acopio disponibles por tragedia en #amuay http://t.co/GzHwQZXX,NGOs,['Volunteer'],Related and informative
249,249,249,239796706349301761,RT @zetaonce: Para todos los que quieran colaborar aca una lista de Centros de Acopio http://t.co/Of3jPz1j #Amuay #PuntoFijoFuerte,Outsiders,['Volunteer'],Related - but not informative
250,250,250,239833788224516096,RT @MDalid: AYUDMOS a#Amuay.En Bqto Protección Civil Lara:ubicada en la Avenida Las Ferias(frnte al Compljo Ferial Sociedad Vzla Cruz Ro ...,Outsiders,['Volunteer'],Related and informative
251,251,251,239880626000515073,"RT @Betsydelva: #Amuay #Sucre La ayuda jamas sobra ve al C d Acopio de tu Cdad,Colabora con:Ropa,Agua,Cobijas,Colchonetas,etc. #Farmasol ...",Outsiders,['Volunteer'],Related - but not informative
252,252,252,239909717705637888,Hay muchos modos de ayudar a #Amuay ...En el Hospital Coromoto solicitan donantes de sangre de todo tipo - 7 a.m a 4 p.m,Outsiders,['Volunteer'],Related - but not informative
253,253,253,239909923222343681,"@rhm1947 @JoseM_Palacios Esta tarde quise donar sangre #Amuay habían ido tantos en la mañana que suspendieron hoy, toBajocontrolHospCoromoto",Eyewitness,['Volunteer'],Related - but not informative
254,254,254,239932090110582784,RT @infourbe: Durante toda la semana en la Planta Baja del Rectorado URBE será centro de acopio para ayudar a los afectados de #Amuay en ...,NGOs,['Volunteer'],Related and informative
255,255,255,240089254867398656,"RT @ConcejoBaruta: #AcopioBaruta Se necesita: Leche  de larga duración, Agua, Enlatados. (Alimentos no perecederos)  #Amuay",NGOs,['Volunteer'],Related - but not informative
256,256,256,240091792429694976,"Hey chicuelos de cabimas, recuerden que vamos a estar en la plaza alí primera de concordia, colaborando con nuestros hermanos de #Amuay.",Outsiders,['Volunteer'],Related and informative
257,257,257,240111669253136384,"#AcopioBaruta Se necesita: Camisas, pantalones,  Suéteres, Cobijas, Colchones. #Amuay .",NGOs,['Volunteer'],Related - but not informative
258,258,258,240125342646427648,RT @infourbe: Durante toda la semana en la Planta Baja del Rectorado URBE será centro de acopio para ayudar a los afectados de #Amuay en ...,NGOs,['Volunteer'],Related and informative
259,259,259,240156900627476481,"#AcopioBaruta  Se necesita: Protosulfil, Silvederma y sulfadiazina de plata, Inyectadoras naranjas y azules, Gaza. #Amuay",NGOs,['Volunteer'],Related and informative
260,260,260,240186340443029504,RT @green_peace_ve: Ayudemos a nuestros hermanos de #Amuay aquí están los centros de acopio. http://t.co/hiiPTHHb #Venezuela,NGOs,['Volunteer'],Related - but not informative
261,261,261,240186495636500480,"Y edif José María Vargas AN. Activan centros de acopio #Amuay en la UCV, plaza Miranda, Chacao y Santa Mónica - http://t.co/rwKByqYI",Media,['Volunteer'],Related and informative
262,262,262,240187921670500352,"RT @cclasvirtudes: ESTAREMOS EN LA PLAZOLETA CENTRAL, RECIBIENDO ESTOS INSUMOS PARA LOS AFECTADOS DE #AMUAY #FUERZAPUNTOFIJO #TODOSXPUNT ...",NGOs,['Volunteer'],Related - but not informative
263,263,263,240191423931117569,RT La sede de @DoctorYaso Punto Fijo activará centro de acopio en l C.C.Las Virtudes para seguir ayudando a los afectados. ¡Colabora! #Amuay,NGOs,['Volunteer'],Related and informative
264,264,264,240198394868547584,RT @MaruAndre: RT @FuerzaJovenLara: Lista de insumos y centros de acopio en Barquisimeto: http://t.co/klZ4aHDC #Amuay,NGOs,['Volunteer'],Related and informative
265,265,265,240208805110108161,"RT @ElUniversal: #Amuay / Centros de acopio: Los Dos Caminos, #Caracas. Detrás del CC Millenium al lado del Preescolar del Metro Negra M ...",Media,['Volunteer'],Related - but not informative
266,266,266,240252111315685377,"RT @DiogenesMonteve: Si quieres ayudar enviando insumos, agua mineral y alimentos no perecederos a nuestros hermanos d #Falcon ve a Cruz ...",Outsiders,['Volunteer'],Related - but not informative
267,267,267,240283656671866880,"RT @trafficMERIDA: via @Ailenny24: Amigos de Mérida ¡Por favor ayudemos a los afectados de #Amuay ! Centro de acopio frente al Yuan Lin, ...",NGOs,['Volunteer'],Related - but not informative
268,268,268,240300031251447808,RT @Naldoxx: ¿Quieren saber cómo colaborar con los perritos rescatados en #Amuay? Lean el TL de @kayoyando,Outsiders,['Volunteer'],Related and informative
269,269,269,240507418608545792,"RT @ElUniversal: #Amuay // Centros de acopio: Los Chaguaramos, Caracas. Facultad de Odontología de la Universidad Central de Venezuela (UCV)",Media,['Volunteer'],Related and informative
270,270,270,240535088402669570,@CorazonespPgna Adopta a un perrito rescatado de #Amuay. Ellos sufrieron quemaduras y necesitan cuidados y un hogar http://t.co/XYOyjlRM. RT,Outsiders,['Volunteer'],Related - but not informative
271,271,271,240541275030446080,#cuba #Americalatina Activan línea 0800-TU AMUAY para atender a afectados por incidente en refinería http://t.co/LKpB1UuP,Media,['Volunteer'],Related and informative
272,272,272,240542000628236289,Activan línea 0800-TU AMUAY para atender a afectados por incidente en refinería: “Toda persona afectada en Parag... http://t.co/oJMjIqz5,Government,['Volunteer'],Related - but not informative
273,273,273,240542055170985984,#Chavezteamo Activan línea 0800-TU AMUAY para atender a afectados por incidente en refinería http://t.co/H8ccAWHl,Outsiders,['Volunteer'],Related - but not informative
274,274,274,240556491952766976,RT Zapatacar: Iglesia Católica despliega operativos vía Diócesis para apoyar a través de Cáritas en la emergencia derivada de #Amuay en #...,NGOs,['Volunteer'],Related and informative
275,275,275,240584916730011648,RT @perritocallejer: El domingo 16 de septiembre habilitaremos la recolección ESPECIAL para los perritos de #Amuay en nuestra Jornada ht ...,Outsiders,['Volunteer'],Related - but not informative
276,276,276,240590402888015872,@PartidoPSUV Activan línea 0800-TU AMUAY para atender a afectados por incidente en refinería http://t.co/2TfIWLol,Government,['Volunteer'],Related and informative
277,277,277,240600561509081089,RT @ChavezOfficial: Desd @Unahuelladeamor y @perritocallejer pueden auxiliar a todos los perritos afectados x la explosión d #Amuay #ElAutor,Government,['Volunteer'],Related - but not informative
278,278,278,240601010278641665,RT @jss_fernandez: Ptos de acopio azules activados en #ElHatillo para #Amuay y #Turgua. @polarico @delsasolorzano @omarnowak @MauricioPe ...,Outsiders,['Volunteer'],Related and informative
279,279,279,240627702825099264,"RT @claudiacgg: @Zapata_zos  @CorazonespPgna Adopta un perrito rescatado de #Amuay.  Sufrieron quemaduras, necesitan cuidados y hogar ht ...",Outsiders,['Volunteer'],Related and informative
280,280,280,240680202945056769,"RT @ElUniversal: #Amuay / Centros de acopio: Nueva Esparta: Sede principal Protección Civil, Av. Terranova de Porlamar. Telfs: (0295)2638052",Media,['Volunteer'],Related and informative
281,281,281,240777137525755905,RT @sanando2012: @green_peace_ve: Ayudemos a nuestros hermanos de #Amuay aquí están los centros de acopio. http://t.co/Bdkwk8P0 #Venezu ...,NGOs,['Volunteer'],Related - but not informative
282,282,282,240825770442911744,RT @DiarioPrimicia: #SomosCentroDeAcopio #Amuay traiga sus donaciones a nuestra sede ubicada en Av. Paseo Caroní.,Media,['Volunteer'],Related and informative
283,283,283,240934662996897792,"RT @ElUniversal: #Amuay // Centros de acopio: Nueva Esparta: Sede principal Protección Civil, Av. Terranova, Porlamar. Telfs: 0295-2635601",Media,['Volunteer'],Related - but not informative
284,284,284,241036349673709569,"RT @ElUniversal: #Amuay // Centros de acopio: Sede de Protección Civil, Santa Mónica, Caracas",Media,['Volunteer'],Related and informative
285,285,285,241160136188637185,RT @FundacionVSL: Ayuda a las personas afectadas por los sucesos de #Amuay enviando AYUDA al 327 ¡Favor RT!,NGOs,['Volunteer'],Related and informative
286,286,286,241394555851792384,RT @norelysrod: Ayuda a las personas afectadas por los sucesos de #Amuay enviando AYUDA al 327 ¡Favor RT!,Outsiders,['Volunteer'],Related - but not informative
287,287,287,241429016253435904,RT @SISEGRA: : Argentina envió piel de donantes locales para el tratamiento de los heridos en la explosión en #Amuay... http://t.co/ijN5YEwk,Media,['Volunteer'],Related and informative
288,288,288,241598361277440000,"Atención: Centros de acopio, tragedia Refinería de Amuay http://t.co/0sBkxHcD",NGOs,['Volunteer'],Related and informative
289,289,289,243139537302335488,RT @falconoticias: A todos los habitantes de Paraguaná ya los Bomberos Controlaron rápidamente incendio en el Tanque 204 de la Refinería ...,Media,['Volunteer'],Related and informative
290,290,290,389951933924274176,"RT @juanxi: Please spread the word. Mga kababayan sa Visayas, please use #rescuePH for information about people needing rescue. We will...",Outsiders,['Volunteer'],Related and informative
291,291,291,389954052051595265,"RT @juanxi: Please spread the word. Mga kababayan sa Visayas, please use #rescuePH for information about people needing rescue. We will com…",Outsiders,['Volunteer'],Related and informative
292,292,292,390031516660535296,It's her Golden Anniversary as a Basilica in 2015! Help restore our Beloved Sto. Niño de #Cebu Basilica. #CebuFinest http://t.co/EtXpt97ukw,Outsiders,['Volunteer'],Related - but not informative
293,293,293,390056984449265664,RT @RedCrossCebu  Red Cross Emergency Numbers #Cebu Chapter 032- 4124140 | 09209294645 &amp; Bohol Chapter 038-5019175 | 09209031793  #rescuePH,NGOs,['Volunteer'],Related and informative
294,294,294,390074046907301888,ngayon mas kailangan ang medical and relief operation ng INC! #PrayForVisayas,Outsiders,['Volunteer'],Related - but not informative
295,295,295,390079889564393472,"MMDA teams to help in rescue work in quake-battered areas in Bohol, Cebu:   The... http://t.co/UhhZUegXd2 #Manila #Philippines",Government,['Volunteer'],Related and informative
296,296,296,390093185516445696,Staff and volunteers in action following 7.2 magnitude earthquake in the Philippines - IFRC via @sharethis,Outsiders,['Volunteer'],Related and informative
297,297,297,390123606799163392,Crews Begin Quake Cleanup in the Philippines: Rescue crews began cleanup efforts after a devastating earthquake... http://t.co/qSuHEz4eG8,Eyewitness,['Volunteer'],Related and informative
298,298,298,390242460800401408,I just posted a note on how you can help  all those affected by the Philippines earthquake... not financial help... http://t.co/zjxt7XzWfy,Outsiders,['Volunteer'],Related and informative
299,299,299,390332567016067072,RT @MsCandice_UC: We're set up and ready to go! Help #Cebu. All you need to do is drop off donations at UC-Banilad  http://t.co/iJ0CVCEiku,Outsiders,['Volunteer'],Related and informative
300,300,300,390554915451727872,Philippines: UN agencies arriving to assist with post-quake relief effort http://t.co/PZe3NTx5Z7,Government,['Volunteer'],Related and informative
301,301,301,390576465806639104,$CEB Philippines' biggest firms rush to help quake victims http://t.co/UkRsAIWf2x,NGOs,['Volunteer'],Related and informative
302,302,302,390670858622365696,#BangonBohol #ReliefPH http://t.co/jE0M11KEI8,Outsiders,['Volunteer'],Related and informative
303,303,303,390675703022501888,"Pls to those who read my tweets , RT pls po we super need help #rescuePH inabanga bohol . We don't ever recieve any relief goods",Eyewitness,['Volunteer'],Related - but not informative
304,304,304,390748839096745984,Posted by a friend. Need help ASAP. https://t.co/bMxOLSg3ZB @philredcross #earthquakePH #bohol,NGOs,['Volunteer'],Related and informative
305,305,305,390761287786852354,RT @SenatorBinay: Thank you @DickGordonDaily for speedily sending medical and rescue teams to #Bohol. @philredcross here providing assistan…,Government,['Volunteer'],Related and informative
306,306,306,390789511262658560,"RT @WorldVisionPH: In your safe place,u can join the #reliefPH efforts for #earthquakePH survivors.Help online http://t.co/d1WSlPDsoc http:…",NGOs,['Volunteer'],Related and informative
307,307,307,390808113013862400,Philippines struggles to deliver quake relief - http://t.co/6Rzet8TCaJ - from @Taptu,Outsiders,['Volunteer'],Related and informative
308,308,308,390831689200459777,RT @UN: Philippines: UN agencies arriving to assist with post-quake relief effort http://t.co/vyhd99lpoA,NGOs,['Volunteer'],Related and informative
309,309,309,390834306416791552,RT @mai__zamora: Thank you Lord for @WorldVisionPH teams' safe travels from the quake-affected areas in Bohol. #PrayForVisayas,NGOs,['Volunteer'],Related - but not informative
310,310,310,390954565501456384,"RT @safeworld4women: R @WEAVEWOMEN: CALL FOR HELP - BOHOL, PHILIPPINES EARTHQUAKE RELIEF Donations needed urgently to support relief and.. …",NGOs,['Volunteer'],Related and informative
311,311,311,391099180938452992,Yesterday @ DSWD Region VII Office! ツ #Volunteer #ReliefGoods #Repacking #Bohol #Earthquake http://t.co/mNXolGUEQM,Government,['Volunteer'],Related and informative
312,312,312,391159302099980289,overjoyed with the support from colleagues and friends. first batch of relief goods will reach #Bohol tomorrow. still accepting donations.,NGOs,['Volunteer'],Related and informative
313,313,313,391161520878411776,"RT @ABSCBNShowbiz: Aboitiz, Sharon donate P2M for quake victims: MANILA, Philippines - The Aboitiz group's corporate social devel... http:/…",Media,['Volunteer'],Related and informative
314,314,314,391184862184357888,"Guys we badly need your help for the victims of 7.2 earthquake last tuesday in Bohol,Philippines.We need food,water,gasoline,and candles.",Eyewitness,['Volunteer'],Related and informative
315,315,315,391187110319128576,RT @haziel_rosell: HINAOT UNTA NGA MU ABOT NIS ILANG PADUL.NGAN #BOHOL #WATER #CANNEDGOODS #biscuits #share #blessings… http://t.co/UMFRTmy…,Not applicable,['Volunteer'],Related - but not informative
316,316,316,391290961285758976,@philredcross You may help Bohol victims thru Red Cross Donate-a-Load. Just key in RED &lt;AMOUNT&gt; to 2899 for Globe &amp; 4143 for Smart. #Bohol,NGOs,['Volunteer'],Related and informative
317,317,317,391460700561756162,RT @rapplerdotcom: #ReliefPH: Help people affected by the Visayas Earthquake. Here's how: http://t.co/dFRQ78HMnO,Media,['Volunteer'],Related and informative
318,318,318,391501607617458176,Here's how you can help the Visayas quake victims. Give generously as you possibly can. #ReliefPH… http://t.co/QzN1T2MDkL,NGOs,['Volunteer'],Related and informative
319,319,319,392158095868436480,RT @govph: #ReliefPH and rehab efforts for areas affected by #earthquakePH are ongoing. Click on this link for updates: http://t.co/A6N7942…,Government,['Volunteer'],Related and informative
320,320,320,392171471520284672,"RT @cebudailynews: Piso mo, hospital ko program launched to rebuild #CCMC. Donations may be deposited through #Cebu City's BDO account: 0…",Media,['Volunteer'],Related and informative
321,321,321,392261795856936960,"PIA | #Relief efforts for earthquake victims in #Bohol, #Cebu continue - http://t.co/acmAe6eb0Y",Outsiders,['Volunteer'],Related and informative
322,322,322,392322235798523904,"RT @gmanews: Germany, Malaysia send aid for Visayas quake victims: Germany and Malaysia on... http://t.co/spROTIM60n #news #philippines",Media,['Volunteer'],Related and informative
323,323,323,392376757556224000,"@Only1Marcello Excuse me, hotshot! Would you like to donate to the victims of earthquake in the Philippines? http://t.co/McYRWs1BXP .Thanks!",Outsiders,['Volunteer'],Related - but not informative
324,324,324,392417454884151298,Help the victims of the deadly earthquake that struck #Cebu and #Bohol by donating to @Give2Asia. Make your gift today. #Philippines,NGOs,['Volunteer'],Related and informative
325,325,325,392537739133845504,RT @carlosceldran: #BOHOL Shout out! Any one in the Cubao area that can go to Araneta Coliseum and help pack and label tarpaulins... http:/…,Outsiders,['Volunteer'],Related and informative
326,326,326,392643880182509568,RT @UPRCY: #EarthquakePH #ReliefPH #AbagSugBohol Soliman says quake-affected Bohol residents who have not been given relief... http://t.co/…,NGOs,['Volunteer'],Related and informative
327,327,327,392816043782971393,"RT @avrances: Philippines quake victims need shelter, water,sanitation – aid agencies http://t.co/mQ4ka33PJf via @TR_Foundation cc: @Neceph…",Outsiders,['Volunteer'],Related and informative
328,328,328,392994704339369984,Going to #Cebu this Saturday to collect relief goods for #Bohol!So excited to see everyone &amp; to help put others in the process! #BangonBohol,NGOs,['Volunteer'],Related - but not informative
329,329,329,393346233173291008,The #reliefPH and rehab efforts in areas affected by the #earthquakePH continue. Updates here: http://t.co/xhTEyYNuRM,Outsiders,['Volunteer'],Related and informative
330,330,330,393567692390555648,@TV5manila #BangonSugbohol #earthquakePH The #Cebu provincial government will give financial assistance ... http://t.co/rO8l1ldutN,Media,['Volunteer'],Related and informative
331,331,331,393583312003817472,"RT @pcdspo: Yesterday, the President was in Bohol overseeing #reliefPH and rehab for #earthquakePH-affected areas. Photos: http://t.co/jX8E…",Media,['Volunteer'],Related and informative
332,332,332,295447407125209088,"RT @siteZoom: Incêndio na Boate Kiss - Hospitais de Santa Maria requisitam ajuda de voluntários: médicos, enfermeiros e técnicos... http ...",Media,['Volunteer'],Related and informative
333,333,333,295526562038702080,"RT @MeusPensadores: Ajudem os acidentados de Santa Maria doando sangue! → Av. Pres. Vargas, 2291 - Santa Maria - RS, 97015-513 #SantaMaria",Outsiders,['Volunteer'],Related and informative
334,334,334,295529900679495680,"RT @MeusPensadores: Ajudem os acidentados de Santa Maria doando sangue! → Av. Pres. Vargas, 2291 - Santa Maria - RS, 97015-513 #SantaMaria",Outsiders,['Volunteer'],Related and informative
335,335,335,295530651455725569,"RT @DiegoPignones: #SantaMaria está precisando de enfermeiros auxiliares, psicólogos e psiquiatras. Contato: Bia (55) 9155-2087.",Outsiders,['Volunteer'],Related and informative
336,336,336,295532232720924673,"#SantaMaria ATENÇÃO! Santa Maria avisa q precisa de enfermeiros, auxiliares, psicólogos, psiquiatras. Bia no telefone (55) 9155-2087",NGOs,['Volunteer'],Related and informative
337,337,337,295532496949493760,"RT @OPabloSantana: #SantaMaria enfermeiros, auxiliares, psicólogos, psiquiatras. Contato: Bia (55) 9155-2087",Outsiders,['Volunteer'],Related and informative
338,338,338,295533436507140096,"RT @PodeArroz: #SantaMaria está precisando de enfermeiros auxiliares, psicólogos e psiquiatras. Contato: Bia (55) 9155-2087.",Outsiders,['Volunteer'],Related and informative
339,339,339,295538448683634688,"RT @erickkaguiar: #SantaMaria está precisando de enfermeiros auxiliares, psicólogos e psiquiatras. Contato: Bia (55) 9155-2087.",NGOs,['Volunteer'],Related and informative
340,340,340,295539123945607168,@MilenaSchoeller: DP p/ atend. 55 84283162 @RdGaucha #SantaMaria #MCCE Click Donate a Tweet a day http://t.co/hswTfKSj #DT @brazilnocorrupt,Not applicable,['Volunteer'],Related - but not informative
341,341,341,295549588750884865,"CONVOCAÇÃO #SantaMaria Ajudem!!! Doação de sangue URGENTE, repassem O  endereço é: Av. Pres. Vargas, 2291 - Santa Maria - RS, 97015-513",NGOs,['Volunteer'],Related - but not informative
342,342,342,295551660724453377,RT @elizastar: Galera do Rio grande do sul doação de sangue av presidente Vargas 2291 Santa Maria Rio Grande do Sul #SantaMaria,Outsiders,['Volunteer'],Related and informative
343,343,343,295551958515851264,"RT @MeusFattos: Precisam-se de Doadores de sangue URGENTE, repassem o endereço do HEMOCENTRO de #SantaMaria: Av. Pres. Vargas, 2291 - Sa ...",NGOs,['Volunteer'],Related and informative
344,344,344,295553938244116480,"RT @nosjovens: Precisam-se de Doadores de sangue URGENTE, repassem o endereço do HEMOCENTRO de #SantaMaria: Av. Pres. Vargas, 2291 - San ...",Outsiders,['Volunteer'],Related and informative
345,345,345,295562561724747777,"O governo dos estados proximo a RS , mandem os medicos do exercito , enfermeiros e tudo !!! AJUDEM #SantaMaria",Outsiders,['Volunteer'],Related - but not informative
346,346,346,295575748620726272,RT @monteirosflavia: Vamos ajudar.. Repassem por favor!! #SantaMaria http://t.co/HBhShFJA,Outsiders,['Volunteer'],Related - but not informative
347,347,347,295580916011651072,"Precisam-se de Doadores de sangue URGENTE, repassem o endereço do HEMOCENTRO de #SantaMaria: Av. Pres. Vargas… http://t.co/4ScOnkLc",Media,['Volunteer'],Related and informative
348,348,348,295583302553849856,"VAMOS DIVULGAR!!! RT @zerohora: #tragediaemSM Neste link, informações para quem quer ajudar: http://t.co/mllkK7RG",Media,['Volunteer'],Related and informative
349,349,349,295585701691531264,"RT @zerohora: #tragediaemSM Neste link, informações para quem quer ajudar: http://t.co/tGfHhDQZ",Media,['Volunteer'],Related and informative
350,350,350,295601065435492352,"RT @RoLombardiReal: RT gente! ATENÇÃO #SantaMaria avisa que precisam de: enfermeiros, auxiliares, psicólogos, psiquiatras. Contato: Bia  ...",Media,['Volunteer'],Related and informative
351,351,351,295608137044590592,RT @ForumChaves: O Hospital de Pronto Socorro de POA está recebendo vítimas da tragédia em #SantaMaria e precisa de doadores de sangue!  ...,Outsiders,['Volunteer'],Related and informative
352,352,352,295620426355331072,RT @_Heloisa_Helena: #DoeSangue em qualquer lugar é Amor Incondicional! RT @ClaudiaCostin: Hemocentro de #SantaMaria - Urgente (55) 3221 ...,NGOs,['Volunteer'],Related and informative
353,353,353,295631834849619968,"RT @rodrigovesgo: RT @Estadao: #SantaMaria: Saiba como doar água e medicamentos, entre outros, para ajudar as vítimas da tragédia: http: ...",Media,['Volunteer'],Related and informative
354,354,354,295651216732610560,"RT @Estadao: #SantaMaria: Saiba como doar água e medicamentos, entre outros, para ajudar as vítimas da tragédia: http://t.co/G7kd0zHk",Media,['Volunteer'],Related and informative
355,355,355,295717964886454272,"Precisam-se de Doadores de sangue URGENTE, repassem o endereço do HEMOCENTRO de #SantaMaria: Av. Pres.... http://t.co/38P2euEb",NGOs,['Volunteer'],Related and informative
356,356,356,295902086468612097,tem q ser assinante para saber como ajudar. ‏RT @Estadao #SantaMaria Rede de solidariedade é criada; veja como ajudarhttp://bit.ly/YbHUJh,Media,['Volunteer'],Related - but not informative
357,357,357,295938555941888001,"RT @guihermeleicam: Ajudem os acidentados de #SantaMaria doando sangue! → Av. Pres. Vargas, 2291 -Santa Maria - RS, 97015-513. #ForçaSan ...",Outsiders,['Volunteer'],Related and informative
358,358,358,296001197859536897,Igrejas e voluntários levam assistência às famílias e vítimas do incêndio na boate Kiss em Santa Maria. Saiba co... http://t.co/PMGNWUjp,Media,['Volunteer'],Related and informative
359,359,359,296577604255891456,RT @Ana_AnaMendes: #ForçaSantaMaria #SantaMaria  Guilherme Pastl e Emanuel Pastl (irmãos) precisam de doação de sangue em CANOAS.... ht ...,NGOs,['Volunteer'],Related and informative
360,360,360,296662027227779072,"RT @gostsilva: @realfetter querido peço ajuda pra q doem sangue a pedro falcao pinheiro, ferido da boate kiss estado grave, encontrac no ...",Outsiders,['Volunteer'],Related and informative
361,361,361,297774369227284481,RT @InstitucionalMS: #FotoSUS: #FNSUS em #SantaMaria recebe 140 kits do medicamento Hidroxicobalamina do governo norte-americano. http:/ ...,Government,['Volunteer'],Related and informative
362,362,362,298140007695253504,US donates medicine for survivors of nightclub fire in Brazil http://t.co/SZIIp29U,NGOs,['Volunteer'],Related and informative
363,363,363,378056971686932480,RT @TimesCall: #Westminster and #Thornton swift-water dive teams en route to #Boulder in case they are needed. #boulderflood #cowx,Outsiders,['Volunteer'],Related and informative
364,364,364,378151544849305600,"RT @dailycamera: If you're looking to volunteer or donate to help clean-up, @boulderoem says stay home and wait #boulderflood",Media,['Volunteer'],Related and informative
365,365,365,378173116125413376,"Sheriff Pelle: We are trying desperately to get help to people, but we're continually frustrated. #COFlood",Government,['Volunteer'],Related and informative
366,366,366,378174277947645952,RT @BoulderOEM: City of #Boulder / Boulder County public info call center: 303-413-7730. Impacted residents can call for info. #Boulderflood,Government,['Volunteer'],Related and informative
367,367,367,378206808998821888,"RT @RedCross: For updates on how the Red Cross is responding to #Flooding in #Colorado, follow @RedCrossDenver",NGOs,['Volunteer'],Related and informative
368,368,368,378217361846702080,"RT @JGeorgitis: #Boulderflood Anyone need help?  I live in Holiday neighborhood, Yarmouth and 17th and can get to you if you are close by.",Eyewitness,['Volunteer'],Related and informative
369,369,369,379103261787058176,"RT @BoulderRelief: Not in Colorado? Just $5 will buy dry socks, a flashlight, and batteries for a #BoulderFlood victim who needs help: http…",NGOs,['Volunteer'],Related and informative
370,370,370,379254877488041984,RT @CONG1860: 5 #NationalGuard helos &amp; crews from @wyoguard joining @CONG1860 and @USArmy #4thID in #COflood evacuation efforts today.,Government,['Volunteer'],Related and informative
371,371,371,379288075387420672,"RT @femaregion8: The *best way* to help #coflood survivors, first visit http://t.co/vE6LB9zvCi . This is how you make the greatest impact. …",Government,['Volunteer'],Related and informative
372,372,372,379303514607849472,"RT @denverpost: Colorado floods relief: How to help victims, those affected http://t.co/fdTZOoNUe9 #coflood",Media,['Volunteer'],Related and informative
373,373,373,379304550630715392,"RT @BoulderRelief: NEEDED: New towels, new blankets, new socks, dry shoes, packaged food for #BoulderFlood relief! Bring to 2850 Mapleton A…",NGOs,['Volunteer'],Related and informative
374,374,374,379334183392251904,RT @mchastain81: You can do so much to help those who lost everything in the #COflood http://t.co/NsEhKW3Spu,Outsiders,['Volunteer'],Related and informative
375,375,375,379347017949925376,RT @Muffissness: DONATE BY TEXT TO HELP #COLORADO #FLOOD VICTIMS. MT @9NEWS Colorado #floods: How you can help http://t.co/NBtzFvicNb #COFl…,Media,['Volunteer'],Related - but not informative
376,376,376,379347533828325376,“@denverpost: UPDATE: Federal aid begins to flow to flood ravaged Colorado http://t.co/7W2MnfSsVY #coflood”,Media,['Volunteer'],Related and informative
377,377,377,379348485965090816,RT @Trenton_Hoshiko: I started a T-Shirt campaign to benefit the #coloradoflood victims. http://t.co/p9WUBC0mWB    More info at http://t.co…,Media,['Volunteer'],Related and informative
