Tweet ID,Tweet ID, Tweet Text, Information Source, Information Type, Informativeness
6975,379422980998045696,"RT @AccuracyInMedia: Colorado Floods Rise, Many Feared Dead or Missing! Please Retweet if you wish the best for those affected! http://t.co…",Media,Affected individuals,Related and informative
6976,379425505973256192,Sunday rain leads to multiple water rescues across Colorado Springs: http://t.co/ZIa0gNxuzm #COflood,Media,Affected individuals,Related and informative
6983,379436071387684864,#Colorado Floods Leave #Hundreds Unaccounted For http://t.co/LcRtx5HIYt,Media,Affected individuals,Related and informative
6991,379450982167371777,"RT @IdilioMon: @IdilioMon: #coloradoflood ==&gt; Street view from my home this afternoon. Rain, rain, go away... http://t.co/H3FdI3A1NQ",Eyewitness,Affected individuals,Related and informative
6999,379475392999858176,“@danielpetty: Major air rescue for Boulder County foothills planned for Monday http://t.co/175GGwjkSZ #COflood” #cowx,Media,Affected individuals,Related and informative
7001,379492702880272385,Colorado Floods: Rescuers Seek Survivors &amp; Signs of Hope http://t.co/0eBCt1QoSD,Media,Affected individuals,Related and informative
7006,379552161333776384,"@GardenGuyKenn To Whom It May Concern: Kenn will be absent today due to...uh..the major flooding in Colorado. Sincerely, the #earlyrisers.",Eyewitness,Affected individuals,Related and informative
7008,379560474448506881,"Another Death Reported in Colorado Floods; 1,200 Still Unaccounted For: Continuing rainfall hampered Colorado ... http://t.co/wQsBEjmmZs",Media,Affected individuals,Related and informative
7009,379560910681309184,"RT @DenverChannel: 1,253 people remain 'unaccounted for' in the #COflood. Details on @7NewsNOW 5-7a: http://t.co/aOn73AD317 #UpWith7News",Media,Affected individuals,Related and informative
7015,379577020985769986,DTN USA: Colorado floods: Hundreds awaiting rescue.: Hundreds await rescue as copters grounded by rain.       http://t.co/wtXo5RESSb,Media,Affected individuals,Related and informative
7017,379577578853384192,Over 1200 people unaccounted for after huge Colorado flooding. Pray for them,Outsiders,Affected individuals,Related and informative
7020,379590228841095168,"RT @kejames: Six dead, 1,253 unaccounted for, 17,494 homes damaged, and 1,502 homes destroyed in Colorado floods. http://t.co/eOFlAPHtER",Outsiders,Affected individuals,Related and informative
7026,379614736154763264,RT @MadelineNovey: 40 people rescued from Big Thompson Canyon via ATV #coflood http://t.co/tOfGarUeta,Media,Affected individuals,Related and informative
7027,379623338672287744,RT @OWHnews: Colorado flooding: Have your friends and family been affected? Email @gaarder at nancy.gaarder@owh.com or call her at 444-1102.,Media,Affected individuals,Related - but not informative
7035,379633094623756288,"#coloradoflood : Stories of grief, generosity http://t.co/MNwzbuoZKA",Outsiders,Affected individuals,Related and informative
7038,379636592677494784,"Ey... America. 19K Homes Damaged or Destroyed in Colorado Flooding, 5 Dead http://t.co/tNu87z7v0I",Media,Affected individuals,Related and informative
7040,379645031650320384,RT @AnimalPlanet: How are animals weathering the storm as floods sweep through Colorado? Click ahead for more on rescue efforts &gt;&gt; http://t…,Outsiders,Affected individuals,Related and informative
7047,379663201375649793,At least 350 people still missing in Colorado flooding; five dead - http://t.co/pKPp4vEfcl,Media,Affected individuals,Related and informative
7050,379669652177420290,"#COflood: Colorado National Guard has evacuated 2,200 people and 500 pets so far",Government,Affected individuals,Related and informative
7053,379675390018854912,Rescue helicopters resume flights - so great to see evacuees landing at the airport in @bouldercolorado! #COflood,Outsiders,Affected individuals,Related and informative
7058,379679097766416384,RT @9NEWS: Update: boulder co us army rescues 60 people in 2 hours from Jamestown and Big Elk Meadow. More 2 come #coflood via @abolton9n…,Media,Affected individuals,Related and informative
7066,379698634838654977,"4,500 homes damaged in #coflood ,200 businesses destroyed, about 500 with damage. Less than 400 people still missing. http://t.co/fVuVMwp8Jd",Media,Affected individuals,Related and informative
7069,379705932915015680,Hundreds Unaccounted for in Colorado Floods [Video] - http://t.co/jQ2vARbnRf,Media,Affected individuals,Related and informative
7080,379736509407965184,"1,000 waiting to evacuate flood zone: It seems no one is beyond the reach of Colorado's epic flooding.       http://t.co/IKXTWtAell",Media,Affected individuals,Related and informative
7090,379756235215872000,RT @FoxNews: Death toll in #Colorado flooding rises to 7 as rescue crews scour rubble in search for missing: http://t.co/f8N1pCDts5,Media,Affected individuals,Related and informative
7093,379760349836492800,"Flooding, Stranded, Emotions Rise in Colorado - The flooded area of Colorado is reportedly the size  http://t.co/UZGdETAzK2",Media,Affected individuals,Related and informative
7094,379763814331203585,@OKCStormWatcher  100 school children trapped by deadly Colorado floods are airlifted to safety after 2 days trapped http://t.co/CscnmePXvA,Media,Affected individuals,Related and informative
7103,379780398617612288,"Colorado floods: 7 dead, hundreds missing, 1,500 houses destroyed http://t.co/1RcfRLL5IH",Media,Affected individuals,Related and informative
7107,379785549185175552,RT @The_WhiteWolf_: Colorado Ranchers join together to rescue horses and cattle stranded by the floods. http://t.co/7xxcjIBu6z,Media,Affected individuals,Related and informative
7108,379791400260620289,"RT @Reuters: Eight confirmed dead, 1,600 homes destroyed in Colorado floods http://t.co/l0DyDTE4IV",Media,Affected individuals,Related and informative
7111,379796047562047488,"Seven confirmed dead, 1,500 homes destroyed in Colorado floods http://t.co/jbB9miEsti",Media,Affected individuals,Related and informative
7119,379823339868389376,RT @MikeSoron: More than 1200 missing or unaccounted for in Colorado's 1000-year flood. http://t.co/KpWp7XoTSh #coflood #climate,Media,Affected individuals,Related and informative
7122,379825659331084288,"On the News With Thom Hartmann: More Than 1,200 People Unaccounted for in the Colorado Flooding, and More http://t.co/AbZj8GwtVw",Media,Affected individuals,Related and informative
7125,379830914781425664,RT @COPetEmergency: #Found Lab found  #COFlood http://t.co/RwVSGQYSyT,NGOs,Affected individuals,Related and informative
7126,379831367795630080,"RT @USArmy: #Soldiers have rescued more than 2,100 people &amp; hundreds of pets displaced by Colorado floods http://t.co/p6a9phC8or @CONG1860",Government,Affected individuals,Related and informative
7132,379859209564995584,Death toll from Colorado floods rises to eight http://t.co/ZzNddRQSVV,Media,Affected individuals,Related and informative
7134,379866344067313664,Death toll in Colorado flooding rises http://t.co/BGm6dq4416,Outsiders,Affected individuals,Related and informative
7135,379906663933022208,The latest on Colorado’s devastating flooding: 8 are confirmed dead and 1600 homes have been… http://t.co/BxVaSryANl,Media,Affected individuals,Related and informative
7143,379970656437157889,"Lions, tigers, bears bask in rainwater at Colorado wildlife sanctuary - The Denver Post http://t.co/ChEwbAmB02 via @denverpost #coflood",Media,Affected individuals,Related and informative
7152,379983889441492992,Still ppl unaccounted for after #COflood. Update social networks or use @RedCross Safe &amp; Well to share your status http://t.co/ZcuLidRRX2,Media,Affected individuals,Related and informative
7153,379988071170985984,Yesterday our UH-60 crews assisting w/ #coflood rescued 26 people and more than 20 animals - including a turtle! #nationalguard,Government,Affected individuals,Related and informative
7155,379990323528617986,Promising: Number of unaccounted-for persons in #COFlood down to 648. http://t.co/rYdTohyPnf,Media,Affected individuals,Related and informative
7158,380001136419164160,"RT @GlobalNational: The Colorado floods, responsible for the evacuation of almost 12,000, and the death of seven, are seen from space. http…",Media,Affected individuals,Related and informative
7159,380001702671548416,"RT @DenverChannel: #COflood update in @LarimerCounty - Looking to use smaller aircraft for rescues in tight areas - Chuck Russell, Incident…",Media,Affected individuals,Related and informative
7162,380003913060990976,Colorado Office of Emergency Management downgrades to 648 unaccounted for people http://t.co/vQZwMzXAPf #COflood,Government,Affected individuals,Related and informative
7163,380009273377308674,#COflood update in @bouldercounty: Re-entry passes available for Lyons residents tomorrow-- dawn to dusk entry,Government,Affected individuals,Related and informative
7172,380046804009504768,RT @BreakingMemo: Death Toll From Colorado Floods Rises To Eight http://t.co/V9D9K7eF7r,Media,Affected individuals,Related and informative
7175,380054227915005952,The Colorado flooding death toll has risen to 8 &amp; thousands still displaced. See the latest photos of the aftermath http://t.co/Z1MXHWsO8l,Media,Affected individuals,Related and informative
7190,380088717672579072,RT @denverpost: LATEST PHOTOS: Rescues near #Jamestown continue for #CoFlood http://t.co/YuJ1CwaQay http://t.co/BGreaOmD28,Media,Affected individuals,Related and informative
7195,380103045440237569,"RT @denverpost: People refusing to leave their Larimer County homes, only 100 rescued Tuesday http://t.co/Uznxh1DhWZ #COFlood",Media,Affected individuals,Related and informative
7196,380105306157895680,Aftermath of our day. #ColoradoFlood @jujub_14 carrieramz http://t.co/gd3ioHwyxP,Eyewitness,Affected individuals,Related - but not informative
7201,380123027079307264,"Reorganized stats from @COEmergency now classify 6 #COFlood deaths and the 2 missing, presumed dead are listed under missing.",Media,Affected individuals,Related and informative
7203,380130409054339072,"How can we help? #Colorado towns still surrounded by water, residents using refrigerators as 'life rafts': http://t.co/ufRNwjvBEW #COFlood",Outsiders,Affected individuals,Related and informative
7207,380134951519154176,RT @TwitchyTeam: Barbi twins looking out for lost pets in Colorado floods; Rescues underway http://t.co/JkUgr6kr4M,Media,Affected individuals,Related and informative
7212,380148855603343360,Hundreds missing in Colorado floods: Emergency teams are searching for hundreds of people missing after Colora... http://t.co/2ZKwObdrdX,Media,Affected individuals,Related and informative
7213,380152781488664576,RT @SEBHEUPDATE: Hundreds missing in Colorado floods http://t.co/kfUoHwkBbO #SEBHEUPDATE,Media,Affected individuals,Related and informative
7215,380161870550011904,Colorado floods http://t.co/79SJ3ug2pD,Media,Affected individuals,Related and informative
7224,380199145325084673,BBC News - Colorado floods: Hundreds still missing http://t.co/kklZKVFEJd,Media,Affected individuals,Related and informative
7226,380207777194717184,Hundreds missing in Colorado floods http://t.co/3KtlpzQbhy,Media,Affected individuals,Related and informative
7227,380209131962920960,@crissstaaaaal they need more of that Colorado flooding,Outsiders,Affected individuals,Related - but not informative
7231,380227272344489984,RT @AP: Focus shifts from airlifts to trying to find hundreds still unaccounted for after Colorado floods: http://t.co/c8ohuGzuL4 -CJ,Media,Affected individuals,Related and informative
7236,380303973582114816,Colorado floods: Hundreds still missing - BBC News http://t.co/qiUNBCpoGw,Media,Affected individuals,Related and informative
7243,380348735189835776,#BREAKING #COflood: Helicopters from Ft. Carson and @CONG1860 have evacuated 1162 people in  @bouldercounty - per Mitch Utterback,Government,Affected individuals,Related and informative
7261,380400027329626112,Potential health problems during flooding http://t.co/CsOn6YNWkk KUSA - The flooding across large areas of Colorado can bring along a ...,Media,Affected individuals,Related and informative
7262,380403798021111809,Colorado Floods: 172 Still Unaccounted For http://t.co/4RwnZAhSLy,Media,Affected individuals,Related and informative
7281,380455668970291201,"Flooding kills one in Colorado -  BOULDER #county, Colo. — Severe flooding in Jamestown in Colorado’s Boulder... http://t.co/ecYNel4cUH",Media,Affected individuals,Related and informative
7290,380479408730939392,Colorado Floods: 172 Still Unaccounted For http://t.co/4RwnZAhSLy,Media,Affected individuals,Related and informative
7291,380480713130123264,Colorado floods:  The effort continued today to locate more than 500 people still missing from ... http://t.co/MXvWZb7W1Q #thebigpicture,Media,Affected individuals,Related and informative
7294,380490196464041984,#Jamestown resident says things are disappearing from lumberyards around town. Worried about more looters. They will come. #boulderflood,Outsiders,Affected individuals,Related and informative
7300,380502649365209089,RT @cnalive: Flood teaches stranded kids lessons in faith http://t.co/nr8YWyYfss #COflood #Denver #Catholic #Faith,Media,Affected individuals,Related and informative
7312,380612896641671168,"A friend who lost everything, but zip lined her chickens and dogs out of destroyed home #boulderflood http://t.co/JmvhlaC6Uv",Eyewitness,Affected individuals,Related and informative
7314,380642994971365376,DTN USA: Number of missing in Colorado floods drops; property loss soars: The number of people unaccounted for... http://t.co/mJRqFmA4oH,Media,Affected individuals,Related and informative
7325,380709139132866560,RT @winecountrydog: #COflood #HORSES - Colorado HorseCare Foodbank / horse hay bank http://t.co/t3aR7up08T,Outsiders,Affected individuals,Related and informative
7329,380716831478394881,Many Missing Now Accounted For In Colorado Flooding http://t.co/pcdMZjQeJp,Media,Affected individuals,Related and informative
7330,380721914991620097,Colorado Springs flooding hits homeless harder than most ~ http://t.co/TlKH39TEGG http://t.co/Dhu5Ey1ukj,Media,Affected individuals,Related and informative
7331,380722942587318272,"RT @nbcnightlynews: Latest: 201 people remain missing after devastating Colorado floods, officials say http://t.co/qdaY93mqih",Media,Affected individuals,Related and informative
7332,380725664682233856,#90sBabyFollowTrain Officials: 201 remain unaccounted for in Colorado floods; property lo... http://t.co/8wCbMwn8HF #TeamFollowWack #TFB,Not applicable,Affected individuals,Related and informative
7335,380728827216801792,@IFreakSelena Many Missing Now Accounted For In Colorado Flooding: Rescuers have reached some of the remote areas affec...  @Ericccxminaj,Eyewitness,Affected individuals,Related and informative
7339,380751463854911488,RT @denverpost: ALERT: Larimer County adds to number of people presumed killed in flood: http://t.co/XPFW37QVXL #coflood,Media,Affected individuals,Related and informative
7355,380805515875745793,The likely death toll from Colorado flooding caused by torrential rains has risen to at least nine.,Media,Affected individuals,Related and informative
7358,380819063464660992,RT @mikemangas: A Redding woman describes her Granddaughter's escape from disaster in the Colorado flooding. Tonight on KRCR News Channel 7.,Media,Affected individuals,Related and informative
7362,380851036652834816,They said #DEATH! Likely death toll in Colorado floods rises to at least nine - Reuters http://t.co/exzGPu4K0V #Follow,Media,Affected individuals,Related and informative
7367,380875954987356160,BBC: Colorado flood death toll rises: The death toll from the historic flooding that hit Colorado last week ri... http://t.co/VBvpZOEcW8,Media,Affected individuals,Related and informative
7368,380876428964671489,"Colorado flood death toll rises: The death toll from the historic flooding that hit Colorado last week rises to seven, as state offic...",Media,Affected individuals,Related and informative
7369,380876445737697283,#TEAMFOLLoWASAP* Colorado flood death toll rises: The death toll from the historic flooding that h... http://t.co/topDcqQghk  @Manzie_iCe,Media,Affected individuals,Related and informative
7370,380881982202601472,RT @zfird: @NurandiNafisal Colorado flood death toll rises: The death toll from the historic flooding that hit C... http://t.co/NgFGg4bpzP …,Media,Affected individuals,Related and informative
7379,380958335320588288,Another person presumed dead in Colorado flooding http://t.co/UY3vYys1jn,Media,Affected individuals,Related and informative
7380,380998751651131392,"The death toll from historic flooding that hit Colorado has risen to seven people, as the state faces 10 oil spills caused by the deluge.",Media,Affected individuals,Related and informative
7389,381064585429516289,'No pets left behind' after Colorado flooding | Nation &amp; World | The Seattle Times http://t.co/yk4be5l7iD,Media,Affected individuals,Related and informative
7398,381117639193423872,"Help Jonathan, Cailey &amp; The Doggie Depot recover from #boulderflood  http://t.co/7PKQVlX7Fm via @gofundme",Eyewitness,Affected individuals,Related - but not informative
7418,381239227847278592,RT @TwitchyTeam: Barbi twins looking out for lost pets in Colorado floods; Rescues underway http://t.co/JkUgr6kr4M,Media,Affected individuals,Related and informative
7427,381278436209074176,@BlameItOnGinger Please help my friend wyl who lost his home and business in the Colorado floods http://t.co/cE3SMvcujP Please spread.,Eyewitness,Affected individuals,Related - but not informative
7432,381333452886650880,RT @AbbGeography: VIDEO - Hundreds still missing in Colorado #flooding http://t.co/kDlYARE41y,Media,Affected individuals,Related and informative
7445,381457650451742720,RT @denverpost: Larimer County officials say number of people unaccounted for in #COflood has dropped to 60: http://t.co/OhtuTT6M8X,Media,Affected individuals,Related and informative
7446,381463287591747584,"Boulder County officials say another person has been found dead from the Colorado floods,... http://t.co/d7NHZyUjAv #Denver #Colorado",Government,Affected individuals,Related and informative
7473,381752518406971393,"1,200 People Missing as Devastating Floods Continue in Colorado - Flood Waters Rising: Situation Worsens in... http://t.co/ih9u1tDM5B",Media,Affected individuals,Related and informative
7482,381839537627869184,At least 350 people still missing in Colorado flooding; five dead -  TweetTweetEmergency workers are undertaking... http://t.co/cFvkFoEUSJ,Media,Affected individuals,Related and informative
7489,381953991791230976,RT @dailycamera: Fears remain about missing homeless in #Boulder County following flood http://t.co/w7YGDLtch3 #boulderflood,Media,Affected individuals,Related and informative
7492,381968332133367809,“@KDVR: Woman killed in Larimer County flooding identified http://t.co/qxdgtEKZ8s” Source: Daughter. #coflood,Media,Affected individuals,Related and informative
7497,382159713992847360,"Colorado flooding takes toll on inventory, impedes lending http://t.co/hWtzKTexBH",Media,Affected individuals,Related and informative
7500,382195864724176896,THIS JUST IN: Officials say 79-year-old woman found dead in Colorado flood; death toll reaches 8. / via @AP #COflood,Media,Affected individuals,Related and informative
7503,382204236534013952,8th confirmed flooding death in Colorado http://t.co/T9SLR1Q9AM,Media,Affected individuals,Related and informative
7504,382204484010508288,MSNさんからRT:　Only six people are still unaccounted for in Colorado floods http://t.co/rJIudQDQOJ　　09月24日3時07分台のニュースでした,Media,Affected individuals,Related and informative
7509,382243998565285888,RT @Shangaboy: Body of 79-year-old floods victim found beside Colorado river http://t.co/W1IuuJgUUF,Media,Affected individuals,Related and informative
7510,382251850302373888,"#BreakingNews Drake man previously called missing, presumed dead in #COFlood by @LarimerSheriff was found alive. http://t.co/QnvNFXONuY",Media,Affected individuals,Related and informative
7525,382337053364871168,"RT @AP: Woman, 79, found dead in Colorado floods, officials say: http://t.co/XAe9pKPPFe -RJJ",Media,Affected individuals,Related and informative
7533,382535339107024897,Breaking News: 4 more found alive and well after Colorado floods http://t.co/ZY7SD9KtKQ,Media,Affected individuals,Related and informative
7542,382628255498776576,Eighth confirmed death in Colorado flooding - CNN http://t.co/017vbC1X5A,Media,Affected individuals,Related and informative
7548,382679258260582400,"RT @michellemalkin: Good news #coflood RT @nprnews: All Of The Missing In Colorado, Are Now Now Accounted For http://t.co/fkfKg2fxr1",Media,Affected individuals,Related and informative
7550,382804227535298560,Monday Matters- Pets in Colorado Flooding http://t.co/PWotqx8I1r via @RascalandRocco,Media,Affected individuals,Related and informative
7599,383953668145291265,RT @COPetEmergency: #COFlood #cats chubby male black cat trapped and rescued from Mobile Home Parks Eastwood and Bella Vista in... http://t…,NGOs,Affected individuals,Related and informative
7607,384462340780879874,"#COPets #COFlood #Northglenn Found pale grey tabby kitty, doesn't look very old. Long haired, very high pitched... http://t.co/JtsLtpxH5j",Government,Affected individuals,Related and informative
7624,406557539992875008,RT @SkyNewsBreak: Update - Reports of multiple people trapped after helicopter crashes into the roof of a pub in Glasgow,Media,Affected individuals,Related and informative
7631,406558068479393792,RT @colinkelly: BBC News 'reports of several casualties' at Clutha pub in Glasgow after apparent helicopter crash into the building.,Media,Affected individuals,Related and informative
7634,406558555010260992,RT @SkyNewsBreak: Update - Reports of multiple people trapped after helicopter crashes into the roof of a pub in Glasgow,Media,Affected individuals,Related and informative
7640,406559133807431680,RT @BreakingNews: Reports of multiple people trapped after helicopter crashes into the roof of a pub in Glasgow - @SkyNewsBreak,Media,Affected individuals,Related and informative
7642,406559272223666176,RT @BBCBreaking: Glasgow #helicopter crash: Many people injured at #Clutha Vaults in Stockwell Street http://t.co/p8zlvFNAFH,Media,Affected individuals,Related and informative
7643,406559368684249088,RT @BreakingNews: Reports of multiple people trapped after helicopter crashes into the roof of a pub in Glasgow - @SkyNewsBreak,Media,Affected individuals,Related and informative
7644,406559557457305600,RT @SkyNewsBreak: Update - Reports of multiple people trapped after helicopter crashes into the roof of a pub in Glasgow,Media,Affected individuals,Related and informative
7647,406559939122192384,RT @BBCBreaking: Glasgow #helicopter crash: Many people injured at #Clutha Vaults in Stockwell Street http://t.co/p8zlvFNAFH,Media,Affected individuals,Related and informative
7649,406560320795066368,"RT @BBCBreaking: People being pulled out of #Clutha pub after Glasgow #helicopter crash, eyewitness tells BBC News http://t.co/G4Yr6fuODv",Media,Affected individuals,Related and informative
7650,406561008648736768,D: RT @itvnews: Reports of multiple injuries at the Clutha pub in Glasgow where a helicopter has crashed onto roof http://t.co/fd6yqCNUx1,Media,Affected individuals,Related and informative
7655,406562271138422784,"RT @BBCBreaking: People being pulled out of #Clutha pub after Glasgow #helicopter crash, eyewitness tells BBC News http://t.co/G4Yr6fuODv",Media,Affected individuals,Related and informative
7664,406562938028576768,"RT @BBCBreaking: People being pulled out of #Clutha pub after Glasgow #helicopter crash, eyewitness tells BBC News http://t.co/G4Yr6fuODv",Media,Affected individuals,Related and informative
7682,406564850635374593,RT @SkyNewsBreak: Update - Reports of multiple people trapped after helicopter crashes into the roof of a pub in Glasgow,Media,Affected individuals,Related and informative
7692,406565320397422592,"RT @Reuters: Helicopter crashes into Glasgow pub, multiple casualties: BBC http://t.co/3Y4Woxbxyb",Media,Affected individuals,Related and informative
7694,406565362369843200,RT @Police_Memorial: Our thoughts are with the crew of @policescotland SP99 helicopter that has crashed in Glasgow - hoping everyone is alr…,Government,Affected individuals,Related - but not informative
7710,406567283365257216,RT @BreakingNews: Reports of multiple people trapped after helicopter crashes into the roof of a pub in Glasgow - @SkyNewsBreak,Media,Affected individuals,Related and informative
7732,406569502135287808,"RT @PeterAdamSmith: Clutha staff member says he believes all staff now out, one taken to hospital in ambulance after Glasgow helicopter cra…",Outsiders,Affected individuals,Related and informative
7735,406569770553999360,"RT @PeterAdamSmith: Clutha staff member says he believes all staff now out, one taken to hospital in ambulance after Glasgow helicopter cra…",Outsiders,Affected individuals,Related and informative
7745,406570802356961280,@LordWoolamaloo just a quickie to find out if jim and the shop are fine from the helicopter crash,Outsiders,Affected individuals,Related - but not informative
7747,406570882065518592,"RT @PeterAdamSmith: Clutha staff member says he believes all staff now out, one taken to hospital in ambulance after Glasgow helicopter cra…",Outsiders,Affected individuals,Related and informative
7760,406573822251638784,"RT @p_mcpartlin: Esperanza, the band playing at #Clutha tonight say on Facebook they are all safe but don't know about others in pub http:/…",Outsiders,Affected individuals,Related and informative
7762,406574648537522177,RT @scott1886: Band Esperanza confirm all members made it out after helicopter crashed into #Clutha pub roof. Around 100 inside at time #he…,Outsiders,Affected individuals,Related and informative
7769,406575567082102784,RT @bbc5live: .@iamagoodgirl2 tells #5live there were fewer than 100 people inside the Glasgow pub at time of helicopter crash.,Media,Affected individuals,Related and informative
7775,406575873287258112,RT @PeterSwindon: Police on scene confirm three in #helicopter which crashed in #Glasgow are confirmed dead. Helicopter is said to be 'a sh…,Outsiders,Affected individuals,Related and informative
7777,406575932003344384,RT @BBCBreaking: Band playing as #helicopter crashed into #Glasgow's Clutha pub said to have escaped injury http://t.co/cYMa37HdjM &amp; http:/…,Media,Affected individuals,Related and informative
7783,406577328698179584,RT @PeterSwindon: Police on scene confirm three in #helicopter which crashed in #Glasgow are confirmed dead. Helicopter is said to be 'a sh…,Outsiders,Affected individuals,Related and informative
7787,406577815228669952,"Helicopter crashes into Glasgow pub, multiple casualties - BBC: (Reuters) - A helicopter crashed into a pub in... http://t.co/ghrekTnJ9o",Media,Affected individuals,Related and informative
7788,406577953641074688,RT @PeterSwindon: Police on scene confirm three in #helicopter which crashed in #Glasgow are confirmed dead. Helicopter is said to be 'a sh…,Media,Affected individuals,Related and informative
7790,406578226266660864,RT @mattleslie74: My father telling me barstaff and customers didn't run away but formed a human chain to pass out the injured #Clutha,Outsiders,Affected individuals,Related and informative
7791,406578486350860290,MT @DanielHewittITV  stood outside The Scotia. Crowd here of about 250. Some v worried ppl arriving to meet friends who were inside #Clutha,Media,Affected individuals,Related and informative
7800,406580843533332480,"RT @DJack_Journo: Labour MP Jim Murphy can clearly be seen, centre of pic, helping survivor of Clutha pub helicopter crash http://t.co/ey54…",Government,Affected individuals,Related and informative
7809,406582584165285888,RT @STVNews: STV News understands three people have died on board the police helicopter that crashed in Glasgow tonight. http://t.co/FBhpbp…,Media,Affected individuals,Related and informative
7813,406584303813148672,"RT @WeAreGRD: Just to let everyone know all GRDs (and the band) are ok after tonight's crash at the #Clutha - shaken, but ok. Thanks for yr…",Media,Affected individuals,Related and informative
7814,406584479990300672,RT @STVNews: Glasgow helicopter crash: Eyewitness @jimmurphymp says huge dust and multiple injuries at Clutha Bar http://t.co/rjNXDoHsGN,Media,Affected individuals,Related and informative
7823,406588607202607104,"RT @jamesmcarthur16: Just seen helicopter crash in Glasgow, hope everyone is ok and the people trapped get out.",Outsiders,Affected individuals,Related - but not informative
7834,406594101732450304,"RT @ABC: Police Scotland: 2 officers, civilian pilot on helicopter crashed onto Glasgow bar: http://t.co/4hzVEEBxJl http://t.co/PJ2PW12WE9",Media,Affected individuals,Related and informative
7844,406600758075731969,#YahooNEWS Fatalties likely after police helicopter hits Glasgow pub http://t.co/VsOJjfGO2O,Media,Affected individuals,Related and informative
7850,406605170479755264,RT @cbcnewsbc: Police helicopter crashes into Glasgow pub; human chain formed to rescue unconscious patrons (via @CBCNews):  http://t.co/Pu…,Media,Affected individuals,Related and informative
7864,406621310169518080,RT @AP: BREAKING: Scottish officials: 'Numerous' casualties in Glasgow helicopter crash; some people trapped.,Media,Affected individuals,Related and informative
7867,406622119666409472,RT @RadioClydeNews: Scottish Fire And Rescue Service won't confirm/deny any fatalities from the Glasgow helicopter crash earlier.,Media,Affected individuals,Related and informative
7868,406622933373943808,RT @LouMRobertson: #CapitalReports police Scotland confirm two officers and civilian pilot were on board #helicopter which crashed into #cl…,Media,Affected individuals,Related and informative
7869,406623205986533379,Several casualties in Glasgow helicopter crash - police: Scottish police say there have been a number of casua... http://t.co/UhfQWPjNxn,Media,Affected individuals,Related and informative
7870,406623583473913856,UPDATED: Officials: 'Numerous' casualties in Glasgow helicopter crash http://t.co/G4UZqUvUIl,Media,Affected individuals,Related and informative
7872,406627895214219264,RT @AP: MORE: 'Numerous' casualties in Glasgow helicopter crash; some people trapped: http://t.co/RxQHSejQlQ -KH,Outsiders,Affected individuals,Related and informative
7875,406632827753492480,Police helicopter crashes into Glasgow pub causing 'a number of casualties': A helicopter crashed into the roo... http://t.co/53uheSF1H0,Media,Affected individuals,Related and informative
7881,406645196718219264,"Police helicopter crashes into Glasgow pub causing 'a number of casualties': By Elisha Fieldstadt, NBC NewsA h... http://t.co/LmZSPjAdwt",Media,Affected individuals,Related and informative
7887,406659545444798464,Police helicopter crash: 'Multiple injuries' at The Clutha pub in Glasgow - BBC News http://t.co/AhrZFikuD5 #world,Media,Affected individuals,Related and informative
7892,406672296145743872,It was a Scottish Police helicopter that crashed into Glasgow pub 125 firefighters on location !,Outsiders,Affected individuals,Related and informative
7893,406672325485293568,RT @JonathanHaynes: At least three feared dead after police helicopter crashes into Glasgow pub http://t.co/qI60FNUuQE,Outsiders,Affected individuals,Related and informative
7895,406673390842290176,#BBC #Glasgow #pub. Police helicopter crash: 'Multiple injuries' at The Clutha pub in Glasgow. http://t.co/bts7naPsem,Media,Affected individuals,Related and informative
7900,406678793110036481,At least three feared dead after police helicopter crashes into Glasgow pub.,Outsiders,Affected individuals,Related and informative
7903,406682265994133504,RT @BBCBreaking: Police confirm number of casualties in Glasgow #helicopter crash http://t.co/jcW9h2aWd5,Media,Affected individuals,Related and informative
7905,406684438660014080,Viral on Google News: Glasgow police helicopter crash: Live updates as 'three people feared dead ... - Mir http://t.co/V4YAoeQpu4,Media,Affected individuals,Related and informative
7908,406689941557886976,It has now been confirmed there have been fatalities after helicopter crash in Glasgow. How many is not yet known.,Outsiders,Affected individuals,Related and informative
7913,406693661922328576,RT @SkyNewsBreak: Update - Police Scotland: 32 people taken to hospitals across Glasgow after police helicopter crashed into pub,Media,Affected individuals,Related and informative
7914,406693804520259584,RT @BBCBreaking: Thirty-two people taken to hospitals across Glasgow after police helicopter crash - no word yet on fatalities http://t.co/…,Media,Affected individuals,Related and informative
7916,406695817794166784,RT @BBCBreaking: Thirty-two people taken to hospitals across Glasgow after police helicopter crash - no word yet on fatalities http://t.co/…,Media,Affected individuals,Related and informative
7922,406696933474844672,At least three feared dead after police helicopter crashes into Glasgow pub http://t.co/85quHCL92D via @guardian &lt; Many injuries,Media,Affected individuals,Related and informative
7927,406699911434891264,'Numerous' casualties in Glasgow helicopter crash; people remain trapped in unstable pub http://t.co/ghaScf1EUB,Outsiders,Affected individuals,Related and informative
7931,406701979218366464,RT @BBCBreaking: Rescue efforts continue at Glasgow pub hit by UK police helicopter http://t.co/RZ8hwmS0D0,Media,Affected individuals,Related and informative
7935,406704919450628096,32 to Hospital After Glasgow Helicopter Crash: The Scottish police say 32 people have been taken to hospitals ... http://t.co/tPjVUepYNl,Outsiders,Affected individuals,Related and informative
